LAST_POLL,VMID,UUID,dom,rxbytes_slope,rxpackets_slope,rxerrors_slope,rxdrops_slope,txbytes_slope,txpackets_slope,txerrors_slope,txdrops_slope,timecpu_slope,timesys_slope,timeusr_slope,state_slope,memmax_slope,mem_slope,cpus_slope,cputime_slope,memactual_slope,memswap_in_slope,memswap_out_slope,memmajor_fault_slope,memminor_fault_slope,memunused_slope,memavailable_slope,memusable_slope,memlast_update_slope,memdisk_cache_slope,memhugetlb_pgalloc_slope,memhugetlb_pgfail_slope,memrss_slope,vdard_req_slope,vdard_bytes_slope,vdawr_reqs_slope,vdawr_bytes_slope,vdaerror_slope,hdard_req_slope,hdard_bytes_slope,hdawr_reqs_slope,hdawr_bytes_slope,hdaerror_slope,Status
1604440052,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.0382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4349,89.9865,0,0,0,0,0,0,Normal
1604440022,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.0382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.134,89.958,0,0,0,0,0,0,Normal
1604439992,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.9546,28.0725,0,0,0,0,0,0,73.3008,0,0.0955,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,-7.5946,0,0,14.9314,89.9839,0,0,0,0,0,0,Normal
1604439962,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.0764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9314,89.965,0,0,0,0,0,0,Normal
1604439932,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.0382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9314,89.9845,0,0,0,0,0,0,Normal
1604439902,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.8708,27.3499,0,0,0,0,0,0,0,0,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4222,89.9631,0,0,0,0,0,0,Normal
1604439873,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.2065,30.1414,0,0,76.7837,3.6914,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8787,89.986,0,0,0,0,0,0,Normal
1604439842,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.8708,27.3499,0,0,0,0,0,0,73.8278,0,0.1383,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4222,89.9662,0,0,0,0,0,0,Normal
1604439813,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7241,25.821,0,0,0,0,0,0,0,0,0.0739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4703,89.9839,0,0,0,0,0,0,Normal
1604439782,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.0764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4623,89.9401,0,0,0,0,0,0,Normal
1604439752,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.2959,31.5043,0,0,76.7837,3.6914,0,0,72.7766,1.8476,0.0554,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7398,89.9889,0,0,0,0,0,0,Normal
1604439721,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7188,25.7693,0,0,0,0,0,0,0,0,0.0395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2415,89.9688,0,0,0,0,0,0,Normal
1604439692,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.0251,28.0725,0,0,71.5651,1.9092,0,0,0,0,0.0955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9314,89.9825,0,0,0,0,0,0,Normal
1604439662,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.2643,30.9638,0,0,80.2176,5.7106,0,0,0,0,0.0764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6992,89.9677,0,0,0,0,0,0,Normal
1604439632,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.9546,28.0725,0,0,0,0,0,0,73.3008,0,0.0573,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1363,89.985,0,0,0,0,0,0,Normal
1604439602,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.8708,27.3499,0,0,0,0,0,0,0,0,0.0988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9452,89.8648,0,0,0,0,0,0,Normal
1604439573,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.0382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0169,89.988,0,0,0,0,0,0,Normal
1604439543,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7241,25.821,0,0,0,0,0,0,0,0,0.0185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1892,89.9666,0,0,0,0,0,0,Normal
1604439512,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.9546,28.0725,0,0,0,0,0,0,73.3008,0,0.1146,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3099,89.9818,0,0,0,0,0,0,Normal
1604439482,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.0955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4349,89.972,0,0,0,0,0,0,Normal
1604439452,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.0764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3099,89.9825,0,0,0,0,0,0,Normal
1604439422,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.9546,28.0725,0,0,0,0,0,0,73.3008,0,0.0573,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1363,89.98,0,0,0,0,0,0,Normal
1604439392,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.0955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4349,89.9825,0,0,0,0,0,0,Normal
1604439362,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.0969,29.7449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.7843,0,0,5.4403,89.9021,0,0,0,0,0,0,Normal
1604439341,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,1.9092,0.1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5651,89.9887,0,0,0,0,0,0,Normal
1604439311,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.2756,0,0,8.9726,89.9409,0,0,0,0,0,0,Normal
1604439273,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7241,25.821,0,0,0,0,0,0,72.7766,0,0.0554,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,27.2996,0,0,28.7398,89.9886,0,0,0,0,0,0,Normal
1604439242,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.0376,29.0546,0,0,0,0,0,0,0,0,0.1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.5044,0,0,8.427,89.9371,0,0,0,0,0,0,Normal
1604439215,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.0358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45,0,0,27.9795,89.9888,0,0,0,0,0,0,Normal
1604439183,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,66.8014,1.9092,0,0,0,1.9092,0.0573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7106,89.8951,0,0,0,0,0,0,Normal
1604439153,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7241,25.821,0,0,0,0,0,0,72.7766,0,0.037,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3625,89.9901,0,0,0,0,0,0,Normal
1604439122,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.3221,31.8274,0,0,77.6091,3.9452,0,0,0,0,0.0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34.5923,0,0,9.7824,89.942,0,0,0,0,0,0,Normal
1604439093,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7241,25.821,0,0,0,0,0,0,0,0,0.0739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2996,0,0,30.1414,89.9883,0,0,0,0,0,0,Normal
1604439062,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.8708,27.3499,0,0,0,0,0,0,0,0,0.0395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
1604439033,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.634,30.1414,0,0,0,0,0,0,72.7766,0,0.037,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,-45.9094,0,0,25.821,89.988,0,0,0,0,0,0,Normal
1604439002,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.0227,28.8866,0,0,0,0,0,0,0,0,0.0593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
1604438973,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.9113,27.2996,0,0,0,0,0,0,0,0,0.1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8285,89.9899,0,0,0,0,0,0,Normal
1604438942,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.8708,27.3499,0,0,0,0,0,0,0,0,0.0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9749,89.5943,0,0,0,0,0,0,Normal
1604438913,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7241,25.821,0,0,0,0,0,0,72.7766,0,0.0554,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2996,89.988,0,0,0,0,0,0,Normal
1604438882,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.3221,31.8274,0,0,77.6091,3.9452,0,0,0,0,0.0395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0256,89.973,0,0,0,0,0,0,Normal
1604438853,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7241,25.821,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1892,89.9845,0,0,0,0,0,0,Normal
1604438822,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,73.3008,0,0.0955,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.134,89.958,0,0,0,0,0,0,Normal
1604438792,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7241,25.821,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4703,89.9833,0,0,0,0,0,0,Normal
1604438761,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.046,28.8866,0,0,0,0,0,0,0,0,0.1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7824,89.942,0,0,0,0,0,0,Normal
1604438732,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.2643,30.9638,0,0,77.1957,3.8141,0,0,73.3008,0,0.0191,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,71.1753,0,0,30.9638,89.99,0,0,0,0,0,0,Normal
1604438702,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.0819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0856,89.8694,0,0,0,0,0,0,Normal
1604438674,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.1336,29.3578,0,0,76.373,3.5763,0,0,0,0,0.0358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36.8699,0,0,23.6294,89.9846,0,0,0,0,0,0,Normal
1604438642,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.2386,30.6507,0,0,78.4399,4.2364,0,0,0,2.1211,0.0849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6335,0,0,30.6507,89.987,0,0,0,0,0,0,Normal
1604438615,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.9454,27.9795,0,0,0,0,0,0,72.2553,0,0.0716,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6197,89.9764,0,0,0,0,0,0,Normal
1604438583,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60.0184,0,0,16.6992,89.9677,0,0,0,0,0,0,Normal
1604438553,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7241,25.821,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8787,89.985,0,0,0,0,0,0,Normal
1604438522,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.8708,27.3499,0,0,0,0,0,0,0,0,0.0395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4222,89.9662,0,0,0,0,0,0,Normal
1604438493,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.8865,27.2996,0,0,0,0,0,0,0,0,0.0739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4703,89.9839,0,0,0,0,0,0,Normal
1604438462,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,74.3578,0,0.0409,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1301,89.9347,0,0,0,0,0,0,Normal
1604438434,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.8662,27.2996,0,0,0,0,0,0,0,0,0.0554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2996,89.988,0,0,0,0,0,0,Normal
1604438403,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.9546,28.0725,0,0,0,0,0,0,0,1.9092,0.0955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.9314,0,0,18.4349,89.972,0,0,0,0,0,0,Normal
1604438373,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.8865,27.2996,0,0,0,0,0,0,0,0,0.0739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8787,89.9855,0,0,0,0,0,0,Normal
1604438342,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,73.3008,0,0.0764,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.134,89.958,0,0,0,0,0,0,Normal
1604438312,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.0382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9314,89.9839,0,0,0,0,0,0,Normal
1604438282,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.0764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9314,89.965,0,0,0,0,0,0,Normal
1604438252,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.3381,30.9638,0,0,0,0,0,0,0,0,0.0573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9314,89.9845,0,0,0,0,0,0,Normal
1604438222,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,73.3008,0,0.0382,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.134,89.958,0,0,0,0,0,0,Normal
1604438192,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,1.9092,0.0573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4349,89.9855,0,0,0,0,0,0,Normal
1604438162,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.0573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6992,89.9677,0,0,0,0,0,0,Normal
1604438132,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.2643,30.9638,0,0,77.1957,3.8141,0,0,73.3008,0,0.0573,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4349,89.9865,0,0,0,0,0,0,Normal
1604438102,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.0764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.134,89.958,0,0,0,0,0,0,Normal
1604438072,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.0573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9314,89.9839,0,0,0,0,0,0,Normal
1604438042,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.8708,27.3499,0,0,0,0,0,0,0,0,0.1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4222,89.9662,0,0,0,0,0,0,Normal
1604438013,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.8865,27.2996,0,0,0,0,0,0,0,0,0.0554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4703,89.9839,0,0,0,0,0,0,Normal
1604437982,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.0227,28.8866,0,0,0,0,0,0,0,0,0.0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5704,89.9594,0,0,0,0,0,0,Normal
1604437953,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7241,25.821,0,0,0,0,0,0,72.7766,0,0.0739,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4703,89.9833,0,0,0,0,0,0,Normal
1604437922,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.1274,28.8866,0,0,0,0,0,0,0,0,0.0593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal
1604437893,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7241,25.821,0,0,0,0,0,0,0,0,0.0554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7398,89.9892,0,0,0,0,0,0,Normal
1604437862,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.2643,30.9638,0,0,77.1957,3.8141,0,0,73.3008,0,0.0573,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6992,89.9677,0,0,0,0,0,0,Normal
1604437832,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7241,25.821,0,0,0,0,0,0,0,0,0.0554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8787,89.985,0,0,0,0,0,0,Normal
1604437801,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.9441,28.1786,0,0,0,0,0,0,0,0,0.0614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9454,89.9674,0,0,0,0,0,0,Normal
1604437773,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,73.3008,0,0.0382,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4349,89.986,0,0,0,0,0,0,Normal
1604437743,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.2643,30.9638,0,0,77.1957,3.8141,0,0,0,0,0.0764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6992,89.9767,0,0,0,0,0,0,Normal
1604437713,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7241,25.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.1414,89.9872,0,0,0,0,0,0,Normal
1604437682,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.1734,29.7449,0,0,78.0239,4.0856,0,0,0,2.0454,0.1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1986,89.9782,0,0,0,0,0,0,Normal
1604437654,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.2959,31.5043,0,0,79.8981,5.5275,0,0,72.7766,0,0.0185,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4703,89.9839,0,0,0,0,0,0,Normal
1604437623,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.9546,28.0725,0,0,0,0,0,0,0,0,0.2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.6901,0,0,16.6992,89.9677,0,0,0,0,0,0,Normal
1604437593,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7241,25.821,0,0,0,0,0,0,0,0,0.0739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8787,89.985,0,0,0,0,0,0,Normal
1604437562,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.8708,27.3499,0,0,0,0,0,0,0,0,0.0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4222,89.9662,0,0,0,0,0,0,Normal
1604437533,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7241,25.821,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8787,89.9864,0,0,0,0,0,0,Normal
1604437502,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.9546,28.0725,0,0,0,0,0,0,73.3008,0,0.0764,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6992,89.9677,0,0,0,0,0,0,Normal
1604437472,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.9546,28.0725,0,0,0,0,0,0,0,1.9092,0.0382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4349,89.9855,0,0,0,0,0,0,Normal
1604437442,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.8708,27.3499,0,0,0,0,0,0,0,0,0.0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34.5923,0,0,5.9061,89.8986,0,0,0,0,0,0,Normal
1604437413,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7241,25.821,0,0,0,0,0,0,0,0,0.0554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4703,0,0,31.5043,89.9897,0,0,0,0,0,0,Normal
1604437382,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.2902,31.2637,0,0,78.0239,4.0856,0,0,0,0,0.0819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8189,89.9699,0,0,0,0,0,0,Normal
1604437354,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,72.2553,0,0.0537,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,-14.0362,0,0,14.0362,89.9828,0,0,0,0,0,0,Normal
1604437322,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.0573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9314,89.965,0,0,0,0,0,0,Normal
1604437292,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.0573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9314,89.9845,0,0,0,0,0,0,Normal
1604437262,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.0382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9314,89.9619,0,0,0,0,0,0,Normal
1604437232,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.2643,30.9638,0,0,77.1957,3.8141,0,0,73.3008,0,0.0382,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4349,89.986,0,0,0,0,0,0,Normal
1604437202,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.7974,26.5651,0,0,0,0,0,0,0,0,0.0573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8141,89.7902,0,0,0,0,0,0,Normal
1604437172,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.0251,28.0725,0,0,71.5651,1.9092,0,0,0,0,0.0573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.6598,0,0,28.0725,89.988,0,0,0,0,0,0,Normal
1604437142,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,88.2643,30.9638,0,0,80.2176,5.7106,0,0,0,0,0.0764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.6598,0,0,18.4349,89.972,0,0,0,0,0,0,Normal
1604437112,7,"""2bc1fde1-28d9-454e-8029-21a138714234""",one-33,87.9546,28.0725,0,0,0,0,0,0,73.3008,0,0.0573,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3099,89.9825,0,0,0,0,0,0,Normal
